,mcc,mcc_name,mcc_group,big_cashback,no_cashback
831,5948,"Магазины кожаных изделий, дорожных принадлежностей",Различные магазины,0,0
832,5949,"Магазины ткани, ниток, рукоделия, шитья",Различные магазины,0,0
833,5950,Магазины хрусталя и изделий из стекла,Различные магазины,1,0
834,5960,Прямой маркетинг – страховые услуги,Продажи по почте/ телефону,0,1
835,5961,"Заказы по почте, включая заказы по каталогу",Продажи по почте/ телефону,0,0
836,5962,"Прямой маркетинг – услуги, относящиеся к туризму",Продажи по почте/ телефону,0,0
837,5963,"Продажа ""от двери до двери""",Различные магазины,0,0
838,5964,Прямой маркетинг – торговля по каталогам,Продажи по почте/ телефону,0,0
839,5965,Прямой маркетинг – комбинированный каталог и розничные продавцы,Продажи по почте/ телефону,0,0
840,5966,Прямой маркетинг - исходящий телемаркетинг,Продажи по почте/ телефону,0,0
841,5967,Прямой маркетинг – входящий телемаркетинг,Продажи по почте/ телефону,0,0
842,5968,Прямой маркетинг – Торговые точки подписки,Продажи по почте/ телефону,0,0
843,5969,Прямой маркетинг – другие торговые точки прямого маркетинга (нигде более не классифицированные),Продажи по почте/ телефону,0,0
844,5970,Магазины художественных и ремесляных изделий,Различные магазины,1,0
845,5971,Галереи и художественные посредники,Различные магазины,0,0
846,5972,Магазины монет и марок (филателические и нумизматические),Различные магазины,0,0
847,5973,Магазины религиозных товаров,Различные магазины,0,0
848,5975,"Слуховые аппараты – продажа, сервис, снабжение",Различные магазины,0,0
849,5976,Ортопедические товары,Различные магазины,0,0
850,5977,Магазины косметики,Различные магазины,0,0
851,5978,"Магазины печатающих устройств – аренда, продажа, услуги",Различные магазины,0,0
852,5983,"Горючее топливо – уголь, мазут, сжиженная нефть, древесина",Различные магазины,0,0
853,5992,Флористика,Различные магазины,0,0
854,5993,Табачные магазины,Различные магазины,0,0
855,5994,Название,Дилеры по продаже печатной продукции,0,0
856,5995,Зоомагазины,Различные магазины,0,0
857,5996,Плавательные бассейны – продажа и снабжение,Различные магазины,0,0
858,5997,Магазины электрических бритвенных принадлежностей – распродажа и услуги.,Различные магазины,0,0
859,5998,Магазины палаток и навесов,Различные магазины,0,0
860,5999,Различные магазины и специальные розничные магазины,Различные магазины,0,0
861,6010,Финансовые учреждения – снятие наличности вручную,Поставщик услуг,0,1
862,6011,Финансовые учреждения – снятие наличности автоматически,Поставщик услуг,0,1
863,6012,Финансовые учреждения – торговля и услуги,Поставщик услуг,0,1
864,6022,Financial Institution (RCL Internal),Поставщик услуг,0,0
865,6023,State Banks (RCL Internal),Поставщик услуг,0,0
866,6025,National Banks (RCL Internal),Поставщик услуг,0,0
867,6026,National Banks Non Federal (RCL Internal),Поставщик услуг,0,0
868,6028,Unincorporated Private Banks (RCL Internal),Поставщик услуг,0,0
869,6050,Финансовые учреждения – квази-кэш,Поставщик услуг,0,1
870,6051,Нефинансовые учреждения – квази-кэш,Поставщик услуг,0,1
871,6211,Ценные бумаги – Брокеры/Дилеры,Поставщик услуг,0,1
872,6300,"Продажа страхования, гарантированное размещение, премии",Поставщик услуг,0,1
873,6381,Страховые премии,,0,0
874,6399,Страхование - нигде более не классифицированные,Поставщик услуг,0,0
875,6513,Агенты недвижимости и менеджеры - Аренда,Поставщик услуг,0,0
876,6529,Remote Stored Value Load - Финансовые организации,Поставщик услуг,0,1
877,6530,Remote Stored Value Load - Продавец,Поставщик услуг,0,1
878,6531,Оплата услуг – денежные переводы,Поставщик услуг,0,0
879,6532,Платежная операция - финансовое учреждение,Поставщик услуг,0,1
880,6533,Платежная операция - продавец,Поставщик услуг,0,1
881,6534,Денежный перевод - финансовое учреждение,Поставщик услуг,0,1
882,6535,Права требования на ценности — Финансовые организации,Поставщик услуг,0,0
883,6536,Денежные переводы MasterCard MoneySend - внутри страны,Поставщик услуг,0,1
884,6537,Денежные переводы MasterCard MoneySend - между странами,Поставщик услуг,0,1
885,6538,Денежные переводы MasterCard MoneySend Funding,Поставщик услуг,0,1
886,6539,Транзакция по финансированию (исключая MoneySend),Поставщик услуг,0,0
887,6540,Транзакции по финансированию POI (за исключением MoneySend),Поставщик услуг,0,1
888,6611,Переплата (авансовые платежи),Поставщик услуг,0,0
889,6760,Облигации сберегательного займа,Поставщик услуг,0,0
890,7011,Отели и мотели - нигде более не классифицированные,Отели и мотели,0,0
891,7012,Тайм-шер,Поставщик услуг,0,0
892,7032,Название,Рекреационные и спортивные лагеря,0,0
893,7033,Кемпинги и трейлер-парки,Поставщик услуг,0,0
894,7210,Услуги по уборке и прачечной,Личные услуги,0,0
895,7211,Услуги прачечной - семейные и коммерческие,Личные услуги,0,0
896,7216,Химчистка,Личные услуги,0,0
897,7217,Чистка ковров и обивок,Личные услуги,0,0
898,7221,Фотостудии,Личные услуги,0,0
899,7230,Парикмахерские и салоны красоты,Личные услуги,1,0
900,7251,"Чистка шляп, ремонт и чистка обуви",Личные услуги,0,0
901,7261,Похоронные службы и крематории,Личные услуги,0,0
902,7273,Знакомства,Личные услуги,0,0
903,7276,Служба налоговой подготовки,Личные услуги,0,1
904,7277,"Долги, брак, личные вопросы - консультирование",Личные услуги,0,0
905,7278,Услуги покупок/шоппинга,Личные услуги,0,0
906,7280,Пациент больницы – Вывод личных средств,Личные услуги,0,0
907,7296,"Сдача в аренду костюмов, униформы, простой одежды",Личные услуги,0,0
908,7297,Массажные салоны,Личные услуги,1,0
909,7298,Салоны красоты и здоровья,Личные услуги,1,0
910,7299,Иной сервис - нигде более не классифицированные,Личные услуги,0,1
911,7311,Рекламные услуги,Бизнес услуги,0,1
912,7321,Потребительские кредитные агентства,Бизнес услуги,0,0
913,7322,Агентства взыскания долгов,Бизнес услуги,0,0
914,7332,Услуги синьки и фотокопирования,Бизнес услуги,0,0
915,7333,"Коммерческое искусство, графика, фотография",Бизнес услуги,0,0
916,7338,"Быстрое копирование, репродуцирование и услуги по созданию чертежей",Бизнес услуги,0,0
917,7339,Услуги стенографии и секретарского дела,Бизнес услуги,0,0
918,7342,Истребление насекомых и дезинфекция,Бизнес услуги,0,0
919,7349,Уборка и чистка помещений,Бизнес услуги,0,0
920,7361,"Агентства по трудоустройству, временные справочные службы",Бизнес услуги,0,0
921,7372,"Программирование, обработка данных, проектирование интегрированных систем",Бизнес услуги,0,0
922,7375,Информационно-поисковые услуги,Бизнес услуги,0,0
923,7379,Ремонт компьютеров,Бизнес услуги,0,0
924,7389,Бизнес услуги – нигде более не классифицированные,Бизнес услуги,0,0
925,7392,"Услуги по консультированию, управлению и связям с общественностью",Бизнес услуги,0,0
926,7393,"Детективные агентства, охранные агентства, службы безопасности, включая бронированные автомобили, сторожевых собак",Бизнес услуги,0,0
927,7394,"Аренда оборудования и лизинговые услуги, аренда мебели, прокат инструментов",Бизнес услуги,0,0
928,7395,"Фотостудии, фотолаборатории",Бизнес услуги,0,0
929,7399,Бизнес услуги – нигде более не классифицированные,Бизнес услуги,0,1
930,7511,Стоянка грузового транспорта,Бизнес услуги,0,0
931,7512,Название,Прокат автомобилей,0,0
932,7513,Прокат аксессуаров для трэйлеров и грузовиков.,Аренда автомобилей,0,0
933,7519,"Прокат домиков на колесах, аксессуары к наземному транспорту.",Аренда автомобилей,0,0
934,7523,Паркинги и гаражи,Бизнес услуги,0,0
935,7531,Станции технического обслуживания для автомобильного транспорта,Ремонтные услуги,0,0
936,7534,Шиномонтаж и вулканизация,Ремонтные услуги,0,0
937,7535,Покраска автомобилей,Ремонтные услуги,0,0
938,7538,СТО общего назначения,Ремонтные услуги,0,0
939,7542,Автомойки,Ремонтные услуги,0,0
940,7549,Буксировка,Ремонтные услуги,0,0
941,7622,Ремонт электроники,Ремонтные услуги,0,0
942,7623,Ремонт и запрака кондиционеров и холодильников,Ремонтные услуги,0,0
943,7629,Ремонт бытовой техники. Ремонт электроприборы,Ремонтные услуги,0,0
944,7631,Центры ремонта часов и чистки ювелирных изделий,Ремонтные услуги,0,0
945,7641,"Мебель – обивка, ремонт и реставрация",Ремонтные услуги,0,0
946,7692,Ремонт с помощью сварки,Ремонтные услуги,0,0
947,7699,Ремонтные услуги – нигде более не классифицированные,Ремонтные услуги,0,0
948,7800,Правительственная лотерея (только США),Развлечения,0,1
949,7801,Азартные игры в интернете (только США),Развлечения,0,1
950,7802,Лошадиные / собачьи бега (только США),Развлечения,0,1
951,7829,Производство фото/видео,Развлечения,0,0
952,7832,Кинотеатры,Развлечения,1,0
953,7833,Экспресс-оплата - Кинотеатр,Развлечения,0,0
954,7841,Видеопрокат,Развлечения,0,0
955,7911,"Танцклубы, танцшколы и студии",Развлечения,1,0
956,7922,"Театральные продюсеры (кроме кинофильмов), билетные агентства",Развлечения,1,0
957,7929,"Музыкальные группы, оркестры и прочие развлекательные услуги",Развлечения,1,0
958,7932,Бильярд-клубы,Развлечения,0,0
959,7933,Боулинг-клубы,Развлечения,1,0
960,7941,"Атлетические поля, коммерческие виды спорта, профессиональные спортивные клубы, промоутеры спорта",Развлечения,1,0
961,7991,Туристические аттракционы и шоу,Развлечения,1,0
962,7992,Публичные поля для гольфа,Развлечения,0,0
963,7993,Принадлежности для видеоигр,Развлечения,0,0
964,7994,Галереи/учреждения Видеоигр,Развлечения,0,1
965,7995,Транзакции по азартным играм,Развлечения,0,1
966,7996,"Парки аттракционов, карнавалы, цирки, гадалки",Развлечения,1,0
967,7997,"Клубы – загородные клубы, членство (отдых, спорт), частные поля для гольфа",Развлечения,1,0
968,7998,"Аквариумы, дельфинарии, зоопарки и морские парки",Развлечения,1,0
969,7999,Название,Услуги отдыха — нигде более не классифицированные,1,0
971,8011,Доктора — нигде более не классифицированные,Профессиональные услуги,1,0
972,8021,"Дантисты, ортодантисты",Профессиональные услуги,1,0
973,8031,Остеопаты,Профессиональные услуги,1,0
974,8041,Хиропрактики,Профессиональные услуги,1,0
975,8042,"Оптометристы, офтальмологи",Профессиональные услуги,1,0
976,8043,"Оптика, оптические товары и очки",Профессиональные услуги,1,0
977,8044,"Оптика, оптические товары и очки",Профессиональные услуги,1,0
978,8049,Ортопеды,Профессиональные услуги,1,0
979,8050,Уход и Средства Персонального обслуживания,Профессиональные услуги,1,0
980,8062,Больницы,Профессиональные услуги,1,0
981,8071,Зубные и Медицинские Лаборатории,Профессиональные услуги,1,0
982,8099,"Практикующие врачи, Медицинские Услуги — нигде более не классифицированные",Профессиональные услуги,1,0
983,8111,"Адвокаты, юридические услуги",Профессиональные услуги,0,0
984,8211,Школы: начальная и средняя,Профессиональные услуги,0,0
985,8220,"Колледжи, университеты",Профессиональные услуги,0,0
986,8241,Дистанционные школы,Профессиональные услуги,0,0
987,8244,Бизнес / секретарские школы,Профессиональные услуги,0,0
988,8249,Профессиональные / торговые школы,Профессиональные услуги,0,0
989,8299,Образовательные услуги,Профессиональные услуги,0,0
990,8351,Дошкольные заведения,Профессиональные услуги,0,0
991,8398,Благотворительные и общественные службы - сбор средств,Членские организации,0,0
992,8641,"Гражданские, социальные и братские ассоциации",Членские организации,0,0
993,8651,Политические организации,Членские организации,0,0
994,8661,Религиозные организации,Членские организации,0,0
995,8664,Категория неизвестна,,0,0
996,8675,Автомобильные ассоциации,Членские организации,0,0
997,8699,Членские организации – нигде более не классифицированные,Членские организации,0,0
998,8734,Испытательные лаборатории (немедицинские),Бизнес услуги,0,0
999,8911,"Архитектурные, инженерные и геодезические услуги",Бизнес услуги,0,0
1000,8931,"Бухгалтерский учет, аудит и бухгалтерские услуги",Бизнес услуги,0,0
1001,8999,Профессиональные услуги - нигде более не классифицированные,Бизнес услуги,0,1
1002,9034,I-Purchasing Pilot,Государственные услуги,0,0
1003,9211,"Судебные выплаты, включая алименты и детскую поддержку",Государственные услуги,0,0
1004,9222,Штрафы,Государственные услуги,0,1
1005,9223,Платежи по залогам и облигациям,Государственные услуги,0,0
1006,9311,Налоговые платежи,Государственные услуги,0,1
1007,9399,Правительственные услуги - нигде более не классифицированные,Государственные услуги,0,1
1008,9401,I-Purchasing Pilot,Государственные услуги,0,0
1009,9402,Почтовые услуги (только правительственные),Государственные услуги,0,0
1010,9405,Внутриправительственные Закупки -Только Правительство,Государственные услуги,0,0
1011,9411,Платежи по государственному займу,Государственные услуги,0,0
1012,9700,Automated Referral Service (только VISA),,0,0
1013,9701,Служба проверки учетных данных Visa (только VISA),,0,0
1014,9702,Аварийные службы (GCAS) (только VISA),,0,0
1015,9751,Великобритания. Универсамы. Электронный Горячий Файл,Оптовые поставщики и производители,0,0
1016,9752,Британские Бензозаправочные станции. Электронный Горячий Файл,Оптовые поставщики и производители,0,0
1017,9754,"Азартные игры, Собачьи гонки, Государственная лотерея",Государственные услуги,0,0
1018,9950,Покупки внутри компании,,0,0
1019,9999,Категория неизвестна,,0,0
